"Education","MaritalSts","Income","Kidhome","Teenhome","Recency","WineExp","FruitExp","MeatExp","FishExp","SweetExp","GoldExp","DealsPurc","WebPurc","CatalogPurc","StorePurc","WebVisits","AccCmp3","AccCmp4","AccCmp5","AccCmp1","AccCmp2","Complain","Response","Age","CustDays","TotAccCmp","TotalExp","TotalPurchases","PurchaseFrequency","PreferredProductCategory","PreferredChannel","AvgSpendPerPurchase","HasChildren","IncomeSegment","CustomerTenure","CampaignAcceptanceRate","CustomerSegment","PropensityScore","EngagementIndex"
"Graduation","Married",50737,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,65,2791,1,99,7,0.0752418487997134,"WineExp","StorePurc",14.1428571428571,1,"Medium",7.64657534246575,0.2,"1",0.0552984013376507,20.9760776077608
"PhD","Married",68462,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,51,2941,0,1670,15,0.153009180550833,"MeatExp","StorePurc",111.333333333333,0,"High",8.05753424657534,0,"2",0.274414319015207,39.8337833783378
"Master","Married",65073,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,77,2690,0,900,14,0.156133828996283,"WineExp","WebPurc",64.2857142857143,0,"High",7.36986301369863,0,"2",0.0260781386230541,22.3610361036104
"PhD","Together",46681,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,72,2641,0,425,16,0.181749337372207,"WineExp","CatalogPurc",26.5625,1,"Medium",7.23561643835616,0,"1",0.0351766971650097,25.1340134013401
"Graduation","Married",78618,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,63,3016,1,2153,22,0.218832891246684,"MeatExp","StorePurc",97.8636363636364,0,"High",8.26301369863014,0.2,"2",0.169395522959336,34.8110411041104
"PhD","Widow",62187,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,51,2476,0,636,21,0.254442649434572,"WineExp","StorePurc",30.2857142857143,1,"Medium",6.78356164383562,0,"2",0.15492989961899,30.9063106310631
"Graduation","Married",28442,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,42,2502,0,57,10,0.119904076738609,"WineExp","StorePurc",5.7,1,"Low",6.85479452054795,0,"1",0.0408784609826275,18.2898689868987
"Graduation","Married",51479,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,53,2925,0,494,22,0.225641025641026,"WineExp","DealsPurc",22.4545454545455,1,"Medium",8.01369863013699,0,"2",0.0260784349053216,27.3775177517752
"Graduation","Single",54803,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,51,3054,0,693,19,0.18664047151277,"WineExp","StorePurc",36.4736842105263,1,"Medium",8.36712328767123,0,"2",0.0895899007128535,24.9941594159416
"Graduation","Married",79530,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,60,2785,0,1348,26,0.280071813285458,"MeatExp","StorePurc",51.8461538461538,0,"High",7.63013698630137,0,"2",0.0359332326883269,31.5661166116612
"Graduation","Divorced",31615,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,44,2847,0,51,7,0.0737618545837724,"MeatExp","StorePurc",7.28571428571429,1,"Low",7.8,0,"1",0.0435406861869558,14.0201220122012
"Graduation","Together",72025,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,58,2966,0,1932,16,0.161834120026972,"WineExp","StorePurc",120.75,0,"High",8.12602739726027,0,"2",0.198879672203949,40.1211521152115
"PhD","Single",52614,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,45,2952,0,990,16,0.16260162601626,"WineExp","StorePurc",61.875,1,"Medium",8.08767123287671,0,"2",0.140291246065824,30.3870387038704
"2n Cycle","Married",35684,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,36,2445,0,30,5,0.0613496932515337,"WineExp","StorePurc",6,1,"Low",6.6986301369863,0,"1",0.021473003282037,15.1770177017702
"Graduation","Married",48178,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,45,2986,0,254,16,0.160750167448091,"WineExp","DealsPurc",15.875,1,"Medium",8.18082191780822,0,"1",0.0193878342913363,23.3452145214521
"Master","Single",29548,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,50,2681,1,29,5,0.0559492726594554,"GoldExp","StorePurc",5.8,1,"Low",7.34520547945205,0.2,"1",0.297411612444575,19.3307130713071
"Graduation","Single",63810,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,54,2972,1,1371,23,0.232166890982503,"WineExp","StorePurc",59.6086956521739,1,"High",8.14246575342466,0.2,"2",0.544856918321319,43.5563756375638
"Graduation","Single",30279,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,31,2923,0,37,5,0.0513171399247349,"MeatExp","StorePurc",7.4,1,"Low",8.00821917808219,0,"3",0.264081169229784,27.9395339533953
"PhD","Together",66426,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,59,2647,0,1377,20,0.22667170381564,"WineExp","StorePurc",68.85,1,"High",7.25205479452055,0,"2",0.175861757073738,43.1695569556956
"Graduation","Single",30822,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,51,2757,0,51,5,0.0544069640914037,"MeatExp","StorePurc",10.2,1,"Low",7.55342465753425,0,"1",0.0357367530612588,11.0908290829083
"PhD","Married",33581,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,51,2914,0,17,4,0.0411805078929307,"WineExp","StorePurc",4.25,1,"Low",7.98356164383562,0,"3",0.0455456207806454,22.2760676067607
"Graduation","Married",19986,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,35,2604,0,22,4,0.0460829493087558,"FruitExp","StorePurc",5.5,1,"Low",7.13424657534247,0,"1",0.0277170045244516,14.0429442944294
"Graduation","Widow",27421,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,66,2941,0,324,14,0.142808568514111,"MeatExp","StorePurc",23.1428571428571,0,"Low",8.05753424657534,0,"3",0.391636866848437,33.1016901690169
"Master","Single",36143,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,39,2468,0,19,4,0.0486223662884927,"WineExp","StorePurc",4.75,1,"Low",6.76164383561644,0,"3",0.138136007613567,18.3020102010201
"Graduation","Single",45068,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,49,2787,0,41,8,0.0861141011840689,"GoldExp","DealsPurc",5.125,1,"Medium",7.63561643835616,0,"3",0.114058595758222,22.4964696469647
"Graduation","Together",63381,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,60,3009,0,1005,26,0.259222333000997,"WineExp","StorePurc",38.6538461538462,1,"High",8.24383561643836,0,"2",0.0248524451390916,26.02100210021
"Graduation","Together",38823,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,71,3045,0,114,7,0.0689655172413793,"WineExp","StorePurc",16.2857142857143,1,"Low",8.34246575342466,0,"1",0.0248265854081964,18.7716571657166
"PhD","Divorced",83664,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,52,2794,0,1173,19,0.204008589835361,"WineExp","StorePurc",61.7368421052632,1,"High",7.65479452054795,0,"2",0.0772425872691259,31.412301230123
"Graduation","Together",90300,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,41,2554,1,1738,19,0.223179326546594,"MeatExp","StorePurc",91.4736842105263,0,"High",6.9972602739726,0.2,"2",0.427886216577163,45.3218921892189
"Master","Together",62499,1,0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,41,2579,0,222,12,0.139588987979837,"WineExp","StorePurc",18.5,1,"Medium",7.06575342465753,0,"3",0.0706379619750118,31.2129612961296
"Graduation","Single",74293,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,27,2433,0,1127,16,0.197287299630086,"WineExp","StorePurc",70.4375,0,"High",6.66575342465753,0,"2",0.0866536479061583,24.8661266126613
"PhD","Married",51012,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,74,2814,0,209,10,0.106609808102345,"WineExp","WebPurc",20.9,0,"Medium",7.70958904109589,0,"1",0.00901247723718968,14.8271627162716
"Master","Married",70777,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,52,2501,0,787,23,0.275889644142343,"WineExp","StorePurc",34.2173913043478,1,"High",6.85205479452055,0,"2",0.0147382185731476,23.5265926592659
"PhD","Together",68682,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,29,2643,0,1598,24,0.272417707150965,"WineExp","StorePurc",66.5833333333333,0,"High",7.24109589041096,0,"2",0.0857580678459423,34.2533853385339
"Graduation","Married",43824,1,1,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,49,3029,0,186,12,0.118851105975569,"WineExp","DealsPurc",15.5,1,"Medium",8.2986301369863,0,"3",0.0758250691073255,31.2914491449145
"Graduation","Single",23442,1,0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,33,2929,0,27,5,0.0512120177534995,"FishExp","StorePurc",5.4,1,"Low",8.02465753424658,0,"1",0.0796323230034616,15.1431543154315
"2n Cycle","Divorced",31395,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,64,2840,0,64,10,0.105633802816901,"MeatExp","DealsPurc",6.4,1,"Low",7.78082191780822,0,"1",0.0456265932288324,14.8907690769077
"Graduation","Together",75276,0,0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,55,3017,0,1040,23,0.228704010606563,"WineExp","WebPurc",45.2173913043478,0,"High",8.26575342465753,0,"2",0.13076837861335,43.2881288128813
"Graduation","Single",42373,1,1,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,46,2695,0,163,13,0.144712430426716,"WineExp","DealsPurc",12.5384615384615,1,"Medium",7.38356164383562,0,"1",0.0403593607921655,15.432503250325
"Graduation","Together",30507,0,0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,60,2852,0,343,11,0.115708274894811,"GoldExp","WebPurc",31.1818181818182,0,"Low",7.81369863013699,0,"3",0.0934614545037941,28.8582458245825
"Graduation","Married",48006,1,1,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,55,2397,0,41,5,0.0625782227784731,"WineExp","StorePurc",8.2,1,"Medium",6.56712328767123,0,"1",0.0188783688668154,17.4863686368637
"PhD","Divorced",65808,1,1,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,49,2407,0,272,14,0.174491067719152,"WineExp","WebPurc",19.4285714285714,1,"High",6.59452054794521,0,"3",0.171896971005587,34.3160716071607
"Graduation","Married",50437,0,2,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,57,2997,0,490,19,0.19019019019019,"WineExp","StorePurc",25.7894736842105,1,"Medium",8.21095890410959,0,"3",0.0728104537630336,33.8609860986099
"Graduation","Married",53858,0,1,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,44,2974,0,915,17,0.171486213853396,"WineExp","StorePurc",53.8235294117647,1,"Medium",8.14794520547945,0,"2",0.0636329271818754,28.8737873787379
"PhD","Married",66465,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,65,2833,1,1485,35,0.370631839039887,"WineExp","StorePurc",42.4285714285714,1,"High",7.76164383561644,0.2,"2",0.610718356132537,56.8027802780278
"Graduation","Single",46923,1,0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,33,3053,0,369,16,0.157222404192597,"FishExp","StorePurc",23.0625,1,"Medium",8.36438356164384,0,"1",0.0403963939637696,19.0136813681368
"Graduation","Together",75072,0,1,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,58,2899,0,1073,19,0.196619523973784,"WineExp","StorePurc",56.4736842105263,1,"High",7.94246575342466,0,"2",0.0153712995906074,23.367696769677
"PhD","Married",75865,0,0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,77,2467,0,1242,19,0.23104985812728,"MeatExp","StorePurc",65.3684210526316,0,"High",6.75890410958904,0,"2",0.0244200654847031,24.7265126512651
"2n Cycle","Together",19789,1,0,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,45,2598,1,78,9,0.103926096997691,"FishExp","DealsPurc",8.66666666666667,1,"Low",7.11780821917808,0.2,"3",0.30777373791407,28.1935793579358
"Graduation","Together",80134,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,26,2512,4,1378,21,0.250796178343949,"WineExp","StorePurc",65.6190476190476,0,"High",6.88219178082192,0.8,"2",0.968350966115041,56.5714171417142
"Master","Married",49505,1,1,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,49,2858,0,751,29,0.304408677396781,"WineExp","WebPurc",25.8965517241379,1,"Medium",7.83013698630137,0,"2",0.202296082538685,46.3222522252225
"PhD","Married",37401,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,47,2431,0,48,7,0.0863842040312629,"WineExp","StorePurc",6.85714285714286,1,"Low",6.66027397260274,0,"3",0.0824371357221613,27.7337333733373
"Master","Together",18492,1,0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,38,2401,0,10,4,0.0499791753436068,"WineExp","StorePurc",2.5,1,"Low",6.57808219178082,0,"1",0.0261751663494471,14.7458745874587
"PhD","Married",93027,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,79,2819,1,2119,22,0.234125576445548,"WineExp","CatalogPurc",96.3181818181818,0,"High",7.72328767123288,0.2,"2",0.133971613193804,36.5619361936194
"Graduation","Married",48686,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,67,2584,0,20,4,0.0464396284829721,"WineExp","StorePurc",5,1,"Medium",7.07945205479452,0,"3",0.0610593882619846,28.3604360436044
"Graduation","Married",92910,0,0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,34,2443,3,1795,27,0.331559557920589,"MeatExp","StorePurc",66.4814814814815,0,"High",6.69315068493151,0.6,"2",0.814997773515224,49.005700570057
"Graduation","Married",75433,1,0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,31,2462,2,1188,19,0.231519090170593,"WineExp","StorePurc",62.5263157894737,1,"High",6.74520547945205,0.4,"2",0.564504251978074,45.0563656365636
"2n Cycle","Together",26868,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,31,2433,0,43,7,0.0863131935881628,"GoldExp","StorePurc",6.14285714285714,1,"Low",6.66575342465753,0,"1",0.0412590705819891,18.0173617361736
"Graduation","Married",61314,0,1,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,52,2807,0,1008,24,0.25650160313502,"WineExp","StorePurc",42,1,"Medium",7.69041095890411,0,"2",0.199749069933104,41.6912291229123
"Graduation","Married",42387,1,0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,31,2985,0,684,21,0.21105527638191,"WineExp","WebPurc",32.5714285714286,1,"Medium",8.17808219178082,0,"2",0.0893822279348559,34.4784278427843
"2n Cycle","Together",67309,1,1,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,53,2899,0,1082,39,0.403587443946188,"WineExp","DealsPurc",27.7435897435897,1,"High",7.94246575342466,0,"2",0.0297827155376111,37.9440344034403
"Graduation","Married",75236,0,1,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,56,2593,0,1068,25,0.289240262244504,"WineExp","StorePurc",42.72,1,"High",7.1041095890411,0,"2",0.0769709128650718,38.368496849685
"Graduation","Single",30015,1,0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,50,2524,0,57,7,0.0832012678288431,"WineExp","StorePurc",8.14285714285714,1,"Low",6.91506849315068,0,"3",0.190333408761586,22.9767376737674
"Master","Together",50943,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,64,2750,0,46,5,0.0545454545454545,"WineExp","StorePurc",9.2,1,"Medium",7.53424657534247,0,"3",0.0188570565065653,17.7380938093809
"Graduation","Divorced",67272,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,54,2567,0,733,23,0.268796260225945,"WineExp","StorePurc",31.8695652173913,1,"High",7.03287671232877,0,"2",0.224049923981342,38.8362436243624
"Master","Widow",51529,0,1,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,71,2672,0,467,17,0.190868263473054,"WineExp","WebPurc",27.4705882352941,1,"Medium",7.32054794520548,0,"3",0.267134333414791,36.59799979998
"PhD","Married",32011,1,0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,49,2688,0,122,10,0.111607142857143,"WineExp","StorePurc",12.2,1,"Low",7.36438356164384,0,"1",0.0145920638301163,14.5319931993199
"2n Cycle","Married",31056,1,0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,34,2884,0,36,7,0.0728155339805825,"FruitExp","StorePurc",5.14285714285714,1,"Low",7.9013698630137,0,"1",0.0112564233258752,12.0730273027303
"Graduation","Married",28691,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,31,2737,0,34,5,0.0548045305078553,"MeatExp","StorePurc",6.8,1,"Low",7.4986301369863,0,"1",0.0357527213403907,19.228902890289
"PhD","Married",56223,0,1,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,72,2568,0,156,10,0.116822429906542,"WineExp","StorePurc",15.6,1,"Medium",7.03561643835616,0,"1",0.0105684753370617,15.2356435643564
"Graduation","Married",18100,0,0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,74,2704,0,14,4,0.0443786982248521,"FishExp","StorePurc",3.5,0,"Low",7.40821917808219,0,"3",0.124546946969359,24.1007900790079
"2n Cycle","Married",20130,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,46,2481,0,34,5,0.060459492140266,"GoldExp","StorePurc",6.8,0,"Low",6.7972602739726,0,"1",0.0137971640618464,10.5420342034203
"Graduation","Divorced",23295,0,0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,61,2728,0,20,4,0.0439882697947214,"SweetExp","StorePurc",5,0,"Low",7.47397260273973,0,"1",0.0649320178980188,15.4311431143114
"Master","Divorced",42618,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,48,2640,0,192,11,0.125,"WineExp","WebPurc",17.4545454545455,1,"Medium",7.23287671232877,0,"1",0.0291035110051029,15.9349334933493
"Graduation","Single",81246,0,0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,56,2559,2,1379,17,0.199296600234467,"MeatExp","StorePurc",81.1176470588235,0,"High",7.01095890410959,0.4,"2",0.423446275284897,28.7409540954095
"Graduation","Married",24027,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,44,2762,0,48,7,0.0760318609703114,"WineExp","StorePurc",6.85714285714286,1,"Low",7.56712328767123,0,"3",0.144794808197431,30.1478747874788
"PhD","Married",55707,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,67,2566,0,428,16,0.187061574434918,"WineExp","StorePurc",26.75,1,"Medium",7.03013698630137,0,"1",0.00977025623816339,15.2789878987899
"Graduation","Single",57959,0,1,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,65,2800,0,868,27,0.289285714285714,"WineExp","StorePurc",32.1481481481481,1,"Medium",7.67123287671233,0,"2",0.0896178453499598,27.8045404540454
"Graduation","Married",56796,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,51,2875,0,1001,27,0.281739130434783,"WineExp","CatalogPurc",37.0740740740741,1,"Medium",7.87671232876712,0,"2",0.134484998141178,42.3529552955295
"Master","Single",36230,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,49,2632,0,59,7,0.0797872340425532,"MeatExp","StorePurc",8.42857142857143,1,"Low",7.21095890410959,0,"3",0.208559729452825,25.214801480148
"2n Cycle","Married",70829,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,40,2587,0,431,16,0.185543100115964,"WineExp","StorePurc",26.9375,1,"High",7.08767123287671,0,"1",0.0073626094943517,16.1108310831083
"Graduation","Married",65991,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,44,3037,0,971,27,0.266710569641093,"WineExp","StorePurc",35.962962962963,1,"High",8.32054794520548,0,"2",0.110015211752078,42.7213921392139
"Graduation","Married",38988,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,48,3055,0,348,19,0.18657937806874,"WineExp","DealsPurc",18.3157894736842,1,"Low",8.36986301369863,0,"1",0.0167741454483262,21.2109810981098
"Graduation","Married",50300,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,68,2412,0,270,13,0.161691542288557,"WineExp","StorePurc",20.7692307692308,1,"Medium",6.60821917808219,0,"1",0.026683534775756,19.5426542654265
"2n Cycle","Together",66664,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,38,3019,0,1289,19,0.188804239814508,"MeatExp","CatalogPurc",67.8421052631579,0,"High",8.27123287671233,0,"2",0.0321794203128418,26.0886888688869
"Graduation","Widow",70165,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,71,2657,0,926,22,0.248400451637185,"MeatExp","StorePurc",42.0909090909091,0,"High",7.27945205479452,0,"2",0.0965217902288505,26.2134413441344
"PhD","Widow",50520,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,62,2529,0,135,9,0.106761565836299,"WineExp","WebPurc",15,1,"Medium",6.92876712328767,0,"3",0.14474848047407,26.1097109710971
"Graduation","Married",33183,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,45,2502,0,120,9,0.107913669064748,"MeatExp","WebPurc",13.3333333333333,1,"Low",6.85479452054795,0,"3",0.0453063449824776,22.7484748474848
"PhD","Single",66582,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,51,2495,0,1288,20,0.240480961923848,"WineExp","StorePurc",64.4,0,"High",6.83561643835616,0,"2",0.0828317082302858,23.5252125212521
"Graduation","Widow",31880,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,50,2983,0,15,4,0.0402279584311096,"MeatExp","StorePurc",3.75,1,"Low",8.17260273972603,0,"3",0.265869023154065,27.3107310731073
"Graduation","Married",53790,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,69,2492,0,542,20,0.240770465489567,"WineExp","StorePurc",27.1,1,"Medium",6.82739726027397,0,"1",0.0143118385310901,22.0102410241024
"PhD","Together",49269,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,49,3060,0,890,25,0.245098039215686,"WineExp","StorePurc",35.6,1,"Medium",8.38356164383562,0,"2",0.0232738794827075,26.8272827282728
"Graduation","Married",61456,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,45,2836,0,1388,33,0.349083215796897,"WineExp","StorePurc",42.0606060606061,1,"Medium",7.76986301369863,0,"2",0.112627932270834,40.4991099109911
"Graduation","Married",38415,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,42,2920,0,44,6,0.0616438356164384,"WineExp","StorePurc",7.33333333333333,1,"Low",8,0,"1",0.0099925905605597,11.6919491949195
"Graduation","Single",20518,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,32,2419,0,25,5,0.0620090946672179,"GoldExp","StorePurc",5,1,"Low",6.62739726027397,0,"1",0.120300100280309,15.7535753575358
"Graduation","Married",62503,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,64,2873,0,973,26,0.271493212669683,"WineExp","StorePurc",37.4230769230769,1,"Medium",7.87123287671233,0,"2",0.0704629145094499,36.444304430443
"PhD","Single",41644,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,48,2428,0,31,6,0.0741350906095552,"WineExp","StorePurc",5.16666666666667,1,"Medium",6.65205479452055,0,"1",0.0497522504174141,12.4374637463746
"Master","Married",55842,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,43,2414,0,518,17,0.211267605633803,"WineExp","StorePurc",30.4705882352941,1,"Medium",6.61369863013699,0,"3",0.082714716577588,32.9918591859186
"PhD","Married",62010,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,48,2991,0,530,19,0.190571715145436,"WineExp","StorePurc",27.8947368421053,1,"Medium",8.19452054794521,0,"1",0.00944647258922574,19.046504650465
"Graduation","Married",41124,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,43,2983,0,506,21,0.211196781763326,"WineExp","DealsPurc",24.0952380952381,1,"Medium",8.17260273972603,0,"2",0.0741483308303968,33.2705470547055
"Master","Married",38961,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,47,2558,0,70,6,0.0703674745895231,"GoldExp","WebPurc",11.6666666666667,1,"Low",7.00821917808219,0,"1",0.0234887161993798,18.1605160516052
"Master","Divorced",37760,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,48,2699,0,54,6,0.0666913671730271,"WineExp","StorePurc",9,1,"Low",7.39452054794521,0,"1",0.0743338418428905,18.245904590459
"Graduation","Married",43057,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,45,2619,0,266,15,0.171821305841924,"WineExp","StorePurc",17.7333333333333,1,"Medium",7.17534246575342,0,"3",0.0651928158534601,27.8645064506451
"Master","Together",83151,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,60,3004,0,747,19,0.189747003994674,"WineExp","CatalogPurc",39.3157894736842,0,"High",8.23013698630137,0,"1",0.00585495598747385,18.7653165316532
"Graduation","Married",60093,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,46,2745,0,735,21,0.229508196721311,"WineExp","StorePurc",35,1,"Medium",7.52054794520548,0,"2",0.0138409908072489,22.7813781378138
"Graduation","Married",14045,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,51,2531,0,20,5,0.0592651126037139,"WineExp","StorePurc",4,1,"Low",6.93424657534247,0,"3",0.118094526476931,24.5826582658266
